Date,Country,Sales
2013-07-14,Francia,4323.89
2013-07-14,Francia,1529.93
2013-07-14,Francia,4581.86
2013-07-14,Francia,3697.67
2013-07-15,Francia,418.73
2013-07-15,Francia,1084.27
2013-07-15,España,2763.37
2013-07-15,Inglaterra,4795.43
2013-07-16,Italia,789.41
2013-07-16,España,2315.3
2013-07-16,España,4231.68
2013-07-17,Francia,557.82
2013-07-17,España,2079.7
2013-07-17,Italia,3071.41
2013-07-17,España,1946.49
2013-07-17,Italia,4340.6
2013-07-17,Francia,4524.71
2013-07-18,Francia,2708.5
2013-07-18,Francia,3921.81
2013-07-18,Francia,1776.27
2013-07-18,Francia,974.81
2013-07-19,Italia,957.48
2013-07-20,Francia,217.41
2013-07-20,España,4381.72
2013-07-20,Francia,4013.87
2013-07-20,España,129.83
2013-07-20,Francia,3103.59
2013-07-20,Inglaterra,740.42
2013-07-20,Inglaterra,4958.81
2013-07-20,Francia,3526.96
2013-07-21,Francia,4933.27
2013-07-21,Italia,2849.44
2013-07-21,Francia,1929.97
2013-07-21,España,1158.04
2013-07-21,Francia,759.17
2013-07-22,Inglaterra,4240.26
2013-07-22,Francia,1707.71
2013-07-22,Inglaterra,1659.06
2013-07-22,Francia,3598.87
2013-07-22,Francia,2732.94
2013-07-23,Francia,4808.5
2013-07-24,Francia,1751.13
2013-07-24,Francia,1254.65
2013-07-24,Inglaterra,1963.18
2013-07-25,Inglaterra,3846.36
2013-07-25,Francia,351.22
2013-07-25,Italia,3945.93
2013-07-25,Italia,1759.33
2013-07-25,Francia,4113.91
2013-07-25,Francia,3401.38
2013-07-25,Italia,3807.35
2013-07-26,Francia,3208.82
2013-07-26,Italia,4673.05
2013-07-26,Italia,628.74
2013-07-27,Francia,4715.67
2013-07-27,España,2606.04
2013-07-27,España,4476.38
2013-07-27,España,4992.95
2013-07-27,Francia,4320.12
2013-07-28,Inglaterra,3422.56
2013-07-28,Francia,4787.09
2013-07-28,España,2936.79
2013-07-28,Inglaterra,3918.75
2013-07-29,Francia,353.14
2013-07-29,España,1518.09
2013-07-29,Francia,3543.64
2013-07-29,Francia,4910.46
2013-07-29,Francia,3968.25
2013-07-29,Francia,1013.9
2013-07-30,Inglaterra,1232.59
2013-07-30,España,1523.36
2013-07-30,Francia,4452.8
2013-07-30,Inglaterra,352.62
2013-07-30,Italia,2321.17
2013-07-31,Francia,3409.24
2013-07-31,Francia,595.64
2013-07-31,España,3173.89
2013-07-31,Inglaterra,3323.11
2013-08-01,Inglaterra,4527.44
2013-08-01,España,4401.02
2013-08-01,Francia,950.33
2013-08-01,Italia,309.64
2013-08-02,Francia,3007.03
2013-08-02,Inglaterra,1874.68
2013-08-02,Inglaterra,1768.21
2013-08-02,España,1061.46
2013-08-02,Italia,2576.13
2013-08-03,España,2217.37
2013-08-03,Francia,1909.72
2013-08-03,Francia,2834.44
2013-08-03,Italia,3616.84
2013-08-04,España,4649.76
2013-08-04,España,714.36
2013-08-04,España,2159.42
2013-08-04,Francia,3531.5
2013-08-04,España,1244.54
2013-08-04,Italia,864.04
2013-08-04,Francia,2478.32
2013-08-05,Francia,3218.23
2013-08-05,Italia,1431.52
2013-08-05,España,1396.02
2013-08-05,España,2374.91
2013-08-05,Francia,2424.2
2013-08-05,Francia,2169.52
2013-08-05,Francia,1722.95
2013-08-06,Francia,4461.56
2013-08-06,España,3118.88
2013-08-06,Francia,3906.16
2013-08-06,Francia,1755.0
2013-08-06,España,2686.76
2013-08-07,Italia,4136.82
2013-08-07,Italia,4377.87
2013-08-08,Francia,2164.57
2013-08-08,Inglaterra,303.82
2013-08-08,Francia,4441.03
2013-08-08,Francia,2202.34
2013-08-08,Francia,2336.91
2013-08-09,Inglaterra,2945.73
2013-08-09,Francia,2225.27
2013-08-09,Inglaterra,2759.24
2013-08-09,Italia,4830.4
2013-08-10,Francia,1210.11
2013-08-10,Italia,4808.19
2013-08-11,Francia,3729.97
2013-08-11,Italia,3426.5
2013-08-12,España,4075.32
2013-08-12,España,4307.88
2013-08-12,Francia,2553.41
2013-08-12,Italia,3454.27
2013-08-12,Italia,3133.56
2013-08-12,Italia,732.57
2013-08-13,Italia,2420.34
2013-08-13,España,3175.34
2013-08-13,España,4395.37
2013-08-13,Inglaterra,3703.53
2013-08-14,España,1628.81
2013-08-14,Francia,2835.55
2013-08-14,Francia,1893.48
2013-08-14,España,2131.15
2013-08-14,Inglaterra,3291.47
2013-08-15,Italia,3083.63
2013-08-15,Italia,749.65
2013-08-15,España,1113.52
2013-08-15,Italia,3012.92
2013-08-15,Italia,2791.33
2013-08-15,España,3250.36
2013-08-15,España,2954.5
2013-08-15,Italia,794.96
2013-08-16,Italia,1406.62
2013-08-16,Italia,4451.59
2013-08-16,Francia,2179.26
2013-08-16,España,2226.95
2013-08-17,Inglaterra,1866.61
2013-08-17,Inglaterra,4957.87
2013-08-18,Italia,1068.16
2013-08-18,Francia,397.77
2013-08-18,Inglaterra,254.14
2013-08-18,Italia,4758.0
2013-08-19,Italia,2632.5
2013-08-19,Italia,2262.31
2013-08-19,Italia,1183.99
2013-08-19,Francia,4461.09
2013-08-20,Inglaterra,286.19
2013-08-20,Inglaterra,1826.91
2013-08-20,Italia,4536.9
2013-08-20,Italia,3519.24
2013-08-20,Francia,3102.08
2013-08-21,Inglaterra,597.72
2013-08-21,Francia,4354.79
2013-08-21,Francia,3423.92
2013-08-21,Francia,2266.31
2013-08-21,Francia,3821.85
2013-08-22,Francia,3602.79
2013-08-23,Francia,1606.56
2013-08-23,España,696.58
2013-08-23,España,1283.17
2013-08-23,España,4653.48
2013-08-23,España,4657.03
2013-08-23,España,2942.86
2013-08-24,Italia,920.37
2013-08-24,España,4928.64
2013-08-24,Italia,3257.54
2013-08-24,Italia,1240.38
2013-08-24,España,2268.21
2013-08-25,España,2100.51
2013-08-25,Italia,1201.28
2013-08-25,Italia,2926.13
2013-08-25,Francia,3956.25
2013-08-26,Italia,2301.82
2013-08-26,Inglaterra,2388.26
2013-08-26,Italia,2180.95
2013-08-26,Francia,4699.09
2013-08-26,España,695.4
2013-08-27,España,3218.09
2013-08-27,Francia,3273.77
2013-08-27,Francia,1439.58
2013-08-27,Italia,4260.77
2013-08-27,Francia,1805.67
2013-08-29,España,3791.6
2013-08-30,España,1271.03
2013-08-30,Francia,4543.04
2013-08-30,Francia,590.83
2013-08-30,Inglaterra,2635.27
2013-08-30,Inglaterra,456.54
2013-08-30,Italia,1101.89
2013-08-30,Francia,2224.75
2013-08-31,Italia,3502.34
2013-08-31,Francia,892.39
2013-08-31,Italia,399.62
2013-09-01,España,4523.6
2013-09-01,Italia,4501.57
2013-09-01,Francia,3175.73
2013-09-02,Francia,3635.99
2013-09-02,España,2764.44
2013-09-02,Francia,2215.34
2013-09-02,Italia,3359.5
2013-09-02,Francia,4779.05
2013-09-02,Francia,1708.71
2013-09-02,Francia,1195.14
2013-09-03,Francia,3601.97
2013-09-03,España,4047.62
2013-09-03,Inglaterra,4555.59
2013-09-04,Italia,2038.78
2013-09-04,Italia,890.94
2013-09-04,España,4268.82
2013-09-04,Italia,3925.52
2013-09-04,Italia,3979.49
2013-09-04,Francia,3809.36
2013-09-04,Inglaterra,4595.01
2013-09-05,Francia,2081.13
2013-09-05,Francia,2284.66
2013-09-06,Francia,2652.86
2013-09-06,Francia,343.86
2013-09-06,España,350.91
2013-09-07,Francia,4786.99
2013-09-07,Francia,695.95
2013-09-07,Francia,922.67
2013-09-07,Francia,3489.91
2013-09-07,Francia,2808.92
2013-09-08,Francia,4042.89
2013-09-08,Inglaterra,2532.19
2013-09-08,Francia,1906.24
2013-09-08,España,1330.45
2013-09-08,Inglaterra,4509.92
2013-09-08,Francia,4142.2
2013-09-09,España,4262.64
2013-09-10,Italia,1969.06
2013-09-10,Francia,2246.36
2013-09-10,Francia,984.08
2013-09-10,Italia,2025.5
2013-09-10,España,145.11
2013-09-10,Francia,4786.84
2013-09-10,Italia,3838.45
2013-09-11,España,1812.42
2013-09-11,Italia,4562.0
2013-09-11,Italia,4361.87
2013-09-11,Francia,2901.03
2013-09-11,España,159.68
2013-09-11,Inglaterra,1685.95
2013-09-12,España,3303.57
2013-09-13,España,4103.15
2013-09-13,Italia,3156.34
2013-09-13,Inglaterra,1533.8
2013-09-14,Francia,2588.52
2013-09-14,Francia,3902.27
2013-09-15,Francia,684.33
2013-09-15,Inglaterra,1133.3
2013-09-15,Francia,200.5
2013-09-15,Francia,2606.29
2013-09-16,Italia,4362.08
2013-09-16,Francia,4811.74
2013-09-16,España,2526.34
2013-09-16,España,271.82
2013-09-17,Francia,2597.91
2013-09-17,España,446.99
2013-09-17,Francia,3283.97
2013-09-17,Inglaterra,2756.27
2013-09-18,Francia,1092.14
2013-09-18,Francia,1232.34
2013-09-18,Francia,4935.88
2013-09-18,España,2175.57
2013-09-18,Francia,1658.25
2013-09-19,Francia,2966.19
2013-09-19,España,490.84
2013-09-19,España,1022.06
2013-09-19,Italia,2985.09
2013-09-19,España,4904.65
2013-09-19,España,3031.37
2013-09-20,Inglaterra,143.0
2013-09-20,Inglaterra,633.96
2013-09-20,Francia,1587.2
2013-09-20,España,1044.73
2013-09-21,Italia,4444.0
2013-09-21,Francia,2293.36
2013-09-22,Italia,1030.98
2013-09-22,España,417.69
2013-09-22,Italia,656.42
2013-09-22,Francia,1852.81
2013-09-22,Italia,562.13
2013-09-23,Francia,1997.73
2013-09-23,Inglaterra,4184.68
2013-09-23,España,4549.85
2013-09-23,Inglaterra,4516.0
2013-09-24,Inglaterra,4457.5
2013-09-24,Francia,108.45
2013-09-24,Francia,1248.59
2013-09-24,Francia,911.54
2013-09-24,Francia,413.22
2013-09-25,Inglaterra,3554.67
2013-09-25,Francia,1287.32
2013-09-25,Italia,4739.28
2013-09-25,Francia,1269.63
2013-09-25,Inglaterra,776.34
2013-09-25,Francia,4627.77
2013-09-26,Francia,4048.24
2013-09-26,España,2561.75
2013-09-26,Italia,4480.87
2013-09-27,Inglaterra,372.63
2013-09-27,Italia,654.22
2013-09-27,Francia,641.87
2013-09-27,España,3916.57
2013-09-27,Inglaterra,3641.53
2013-09-27,España,2717.53
2013-09-27,Italia,412.99
2013-09-28,España,3948.13
2013-09-28,Francia,954.35
2013-09-28,España,748.19
2013-09-28,Francia,2542.87
2013-09-29,Francia,1935.23
2013-09-29,Francia,3317.45
2013-09-29,Italia,1607.97
2013-09-29,España,4614.85
2013-09-29,Francia,2372.52
2013-09-30,Francia,3440.8
2013-09-30,Francia,1559.47
2013-09-30,Francia,3082.57
2013-09-30,Inglaterra,903.8
2013-09-30,España,2103.33
2013-09-30,Francia,616.14
2013-09-30,España,2935.63
2013-10-01,España,4520.75
2013-10-01,Italia,547.41
2013-10-01,Francia,2623.24
2013-10-01,Francia,2405.67
2013-10-01,Francia,1602.68
2013-10-01,Italia,1712.41
2013-10-02,España,4214.16
2013-10-02,Italia,3257.39
2013-10-03,Francia,4485.06
2013-10-03,Inglaterra,3121.89
2013-10-03,Francia,3020.11
2013-10-03,España,2338.78
2013-10-03,Inglaterra,2158.31
2013-10-04,Francia,604.79
2013-10-04,Francia,4554.3
2013-10-04,Francia,1002.24
2013-10-04,Francia,3008.67
2013-10-04,Inglaterra,3206.87
2013-10-04,Francia,1241.56
2013-10-04,Francia,1333.76
2013-10-04,España,2603.92
2013-10-04,España,3391.05
2013-10-05,Italia,4396.9
2013-10-05,Italia,2056.57
2013-10-05,Francia,2079.75
2013-10-05,Francia,1190.4
2013-10-05,España,1299.57
2013-10-06,Francia,358.84
2013-10-06,Italia,3118.94
2013-10-06,Inglaterra,4766.28
2013-10-07,Francia,1930.84
2013-10-07,Francia,1684.99
2013-10-07,Francia,4550.13
2013-10-08,España,3973.03
2013-10-08,Inglaterra,2190.11
2013-10-08,Italia,2833.95
2013-10-08,España,2518.15
2013-10-09,España,1859.9
2013-10-09,Francia,4495.49
2013-10-10,Francia,2713.36
2013-10-10,España,4418.12
2013-10-10,España,4660.48
2013-10-10,Francia,2299.88
2013-10-10,Francia,1937.7
2013-10-10,España,3591.63
2013-10-10,Francia,2303.43
2013-10-11,España,190.48
2013-10-11,España,3965.86
2013-10-11,Francia,3495.25
2013-10-11,Francia,4364.96
2013-10-12,Francia,2375.41
2013-10-12,Francia,4968.16
2013-10-12,Italia,2355.6
2013-10-12,Francia,2486.01
2013-10-12,Italia,1401.17
2013-10-12,España,4422.04
2013-10-13,España,2464.44
2013-10-13,España,1443.45
2013-10-13,España,2985.82
2013-10-14,España,1896.67
2013-10-14,Francia,840.69
2013-10-14,España,119.25
2013-10-14,Francia,2256.71
2013-10-14,España,4302.18
2013-10-14,Francia,204.81
2013-10-15,Francia,1890.49
2013-10-15,Francia,3845.56
2013-10-15,Francia,481.56
2013-10-15,Italia,4659.08
2013-10-15,Francia,1691.28
2013-10-16,Francia,4888.48
2013-10-16,España,2382.77
2013-10-16,España,321.63
2013-10-16,Francia,1758.55
2013-10-16,Francia,677.51
2013-10-16,Francia,682.38
2013-10-17,Francia,2231.42
2013-10-18,Francia,1164.51
2013-10-18,Italia,1637.3
2013-10-18,Francia,1285.08
2013-10-18,España,2416.26
2013-10-18,España,4973.08
2013-10-19,Inglaterra,3923.11
2013-10-19,España,1260.95
2013-10-20,Italia,4864.07
2013-10-20,Francia,4188.83
2013-10-20,Italia,3580.9
2013-10-21,Francia,2224.36
2013-10-21,España,1658.85
2013-10-21,Francia,3360.48
2013-10-21,Inglaterra,1707.92
2013-10-21,Inglaterra,1924.59
2013-10-22,Italia,1072.91
2013-10-22,España,728.33
2013-10-22,Francia,4122.18
2013-10-22,Francia,1882.74
2013-10-22,España,4363.27
2013-10-22,España,2801.52
2013-10-23,España,4452.71
2013-10-23,Inglaterra,1808.64
2013-10-23,España,4770.24
2013-10-23,España,4789.82
2013-10-23,Italia,3402.33
2013-10-23,Francia,1173.29
2013-10-23,Francia,3092.15
2013-10-24,Francia,3767.94
2013-10-25,Italia,2329.18
2013-10-25,Francia,4674.16
2013-10-25,España,2459.03
2013-10-26,Inglaterra,4352.36
2013-10-26,Francia,2160.63
2013-10-26,Italia,3249.31
2013-10-27,Francia,1703.24
2013-10-27,España,2632.32
2013-10-28,Inglaterra,1895.64
2013-10-28,Inglaterra,4719.58
2013-10-29,Inglaterra,963.15
2013-10-29,Francia,3790.68
2013-10-29,España,1273.49
2013-10-29,Francia,2428.61
2013-10-29,Francia,2588.14
2013-10-29,Francia,4488.69
2013-10-30,Francia,854.47
2013-10-30,Francia,3564.89
2013-10-30,Francia,1715.68
2013-10-30,Francia,4787.34
2013-10-30,Francia,4031.22
2013-10-31,España,932.44
2013-10-31,Francia,988.5
2013-10-31,Francia,2929.26
2013-11-01,Francia,4583.17
2013-11-01,Francia,1685.53
2013-11-01,España,1017.15
2013-11-01,Francia,3810.04
2013-11-01,España,959.73
2013-11-01,Francia,328.82
2013-11-01,España,2015.08
2013-11-01,España,4980.36
2013-11-02,Inglaterra,4833.16
2013-11-02,Francia,808.81
2013-11-02,Francia,158.84
2013-11-02,Inglaterra,305.83
2013-11-02,España,3190.7
2013-11-03,Francia,4190.51
2013-11-03,Francia,1450.86
2013-11-03,Francia,3281.29
2013-11-03,España,4073.02
2013-11-04,Francia,1547.35
2013-11-04,Francia,1480.1
2013-11-04,Italia,803.53
2013-11-04,España,4454.71
2013-11-04,Italia,4276.54
2013-11-04,Francia,344.62
2013-11-05,España,3393.31
2013-11-06,Inglaterra,1846.45
2013-11-06,España,3321.72
2013-11-06,Francia,1929.19
2013-11-06,Francia,1055.65
2013-11-07,Inglaterra,3638.56
2013-11-07,Italia,306.02
2013-11-07,Inglaterra,4741.69
2013-11-07,Francia,4850.68
2013-11-07,España,1155.86
2013-11-07,Italia,166.92
2013-11-08,Francia,402.23
2013-11-08,Francia,3474.28
2013-11-08,España,3211.26
2013-11-09,Inglaterra,3021.53
2013-11-09,Francia,3790.86
2013-11-09,Italia,946.67
2013-11-09,Italia,2648.44
2013-11-09,España,1559.45
2013-11-09,Inglaterra,4582.6
2013-11-09,Inglaterra,1469.27
2013-11-10,España,3366.04
2013-11-10,Italia,1701.42
2013-11-10,Francia,2950.78
2013-11-10,Inglaterra,3346.23
2013-11-10,Inglaterra,3056.21
2013-11-10,Francia,1237.46
2013-11-11,Francia,190.33
2013-11-11,Francia,4524.21
2013-11-11,Francia,1929.25
2013-11-12,Francia,198.06
2013-11-12,España,3301.82
2013-11-13,España,2605.49
2013-11-13,Francia,3719.4
2013-11-13,Francia,4271.28
2013-11-14,España,1318.84
2013-11-14,Francia,2077.49
2013-11-14,Francia,4357.47
2013-11-14,España,1550.04
2013-11-14,Inglaterra,1702.19
2013-11-14,España,2270.07
2013-11-14,Inglaterra,2303.65
2013-11-15,Francia,2187.4
2013-11-16,Francia,658.85
2013-11-16,Francia,2690.29
2013-11-16,Francia,4177.91
2013-11-17,Francia,4413.43
2013-11-17,Francia,2613.12
2013-11-17,Francia,3439.42
2013-11-17,Francia,3829.44
2013-11-17,España,1321.83
2013-11-17,Italia,3330.3
2013-11-18,Francia,518.31
2013-11-18,Italia,4076.12
2013-11-18,Inglaterra,4951.54
2013-11-19,Italia,3178.57
2013-11-19,Inglaterra,3671.29
2013-11-20,España,4291.88
2013-11-20,España,771.63
2013-11-20,España,1554.32
2013-11-20,Francia,2201.39
2013-11-20,España,1342.39
2013-11-21,Francia,2475.23
2013-11-21,Francia,1605.74
2013-11-21,España,1674.63
2013-11-21,España,2575.07
2013-11-22,Inglaterra,4258.89
2013-11-22,Inglaterra,1622.45
2013-11-22,Inglaterra,3651.47
2013-11-23,Inglaterra,4198.95
2013-11-23,España,2941.18
2013-11-23,Francia,1943.12
2013-11-23,España,3365.49
2013-11-23,Italia,4367.37
2013-11-23,Italia,1973.59
2013-11-24,Italia,2508.91
2013-11-24,Inglaterra,2656.9
2013-11-24,Francia,384.86
2013-11-24,España,2872.51
2013-11-24,Italia,4013.57
2013-11-25,Francia,3593.85
2013-11-25,Italia,3302.1
2013-11-25,Francia,4418.49
2013-11-25,Francia,1123.56
2013-11-26,Inglaterra,3169.67
2013-11-26,Italia,2928.97
2013-11-26,Francia,1854.92
2013-11-26,Francia,3811.66
2013-11-27,España,4959.2
2013-11-27,Francia,2210.51
2013-11-27,España,1999.08
2013-11-27,Inglaterra,2195.7
2013-11-27,Francia,3764.11
2013-11-27,Francia,1730.54
2013-11-27,Inglaterra,862.81
2013-11-28,Inglaterra,4318.19
2013-11-28,Francia,1919.02
2013-11-28,Francia,3903.08
2013-11-29,España,2047.52
2013-11-29,Francia,3656.22
2013-11-30,Italia,3270.04
2013-11-30,Francia,830.76
2013-11-30,Inglaterra,3046.7
2013-11-30,Francia,221.57
2013-11-30,Francia,4153.04
2013-11-30,Francia,923.7
2013-11-30,España,1869.39
2013-12-01,España,1113.06
2013-12-01,Italia,356.51
2013-12-01,Francia,1746.78
2013-12-01,Francia,1351.6
2013-12-02,Francia,3795.98
2013-12-02,España,3569.92
2013-12-02,España,1834.14
2013-12-02,Francia,2857.24
2013-12-02,Francia,641.65
2013-12-02,España,934.14
2013-12-02,España,892.19
2013-12-03,Francia,1058.76
2013-12-03,Francia,3309.15
2013-12-03,Italia,4280.25
2013-12-03,Francia,1292.92
2013-12-04,Inglaterra,3020.55
2013-12-04,Inglaterra,4477.95
2013-12-04,Inglaterra,707.01
2013-12-04,Francia,3241.49
2013-12-04,España,1641.14
2013-12-04,España,3399.76
2013-12-04,Francia,2896.38
2013-12-04,Italia,4852.12
2013-12-05,España,3692.7
2013-12-05,Inglaterra,1088.33
2013-12-05,Inglaterra,239.44
2013-12-05,España,920.1
2013-12-05,Francia,3358.88
2013-12-06,Inglaterra,1698.31
2013-12-06,Francia,3503.26
2013-12-06,España,4235.04
2013-12-06,España,1023.13
2013-12-06,España,2085.61
2013-12-06,Francia,745.68
2013-12-07,Francia,4917.76
2013-12-07,Italia,2763.32
2013-12-07,Inglaterra,1050.86
2013-12-07,Francia,4924.96
2013-12-07,Francia,1379.88
2013-12-08,España,994.99
2013-12-08,España,4689.77
2013-12-08,España,497.82
2013-12-08,Francia,3726.18
2013-12-08,Inglaterra,4811.01
2013-12-08,Francia,4863.04
2013-12-09,Francia,4736.91
2013-12-09,Francia,4078.96
2013-12-09,España,3606.8
2013-12-09,Italia,3108.75
2013-12-10,Francia,4677.36
2013-12-10,España,4857.19
2013-12-10,España,4967.53
2013-12-11,Francia,3796.44
2013-12-11,Francia,3680.46
2013-12-11,Inglaterra,4149.16
2013-12-11,Francia,4785.67
2013-12-11,Italia,1249.27
2013-12-11,Italia,2737.44
2013-12-12,Francia,467.61
2013-12-12,Italia,4443.24
2013-12-12,Inglaterra,2416.69
2013-12-13,Italia,2670.97
2013-12-13,Francia,2600.29
2013-12-13,Italia,295.67
2013-12-14,Francia,4588.36
2013-12-14,Italia,4797.62
2013-12-14,Francia,4462.54
2013-12-14,Francia,1382.59
2013-12-14,Francia,4947.36
2013-12-14,Italia,911.12
2013-12-15,Italia,3179.63
2013-12-15,Francia,4566.82
2013-12-15,Francia,3541.74
2013-12-15,Francia,3856.89
2013-12-16,Inglaterra,2562.4
2013-12-16,España,2574.78
2013-12-16,Inglaterra,2509.88
2013-12-16,Inglaterra,1216.22
2013-12-16,España,1342.18
2013-12-17,España,1361.32
2013-12-17,Francia,2828.76
2013-12-17,España,1938.68
2013-12-18,Francia,4375.35
2013-12-19,Inglaterra,912.8
2013-12-19,España,1197.1
2013-12-19,Francia,4707.97
2013-12-19,Francia,4396.55
2013-12-20,Italia,257.39
2013-12-20,Italia,1694.41
2013-12-20,Italia,1015.36
2013-12-21,Francia,2702.61
2013-12-22,Francia,4738.16
2013-12-22,Italia,2050.41
2013-12-22,Francia,285.14
2013-12-22,Italia,637.65
2013-12-22,España,546.22
2013-12-23,Inglaterra,3696.91
2013-12-23,España,1666.13
2013-12-24,Francia,2396.04
2013-12-24,Italia,2074.16
2013-12-24,España,3675.47
2013-12-25,España,1136.71
2013-12-25,España,578.56
2013-12-26,Francia,3673.41
2013-12-26,Inglaterra,2282.63
2013-12-26,Italia,3002.98
2013-12-26,España,2377.44
2013-12-26,España,156.02
2013-12-26,Francia,3111.75
2013-12-27,Francia,1400.18
2013-12-27,Italia,1770.49
2013-12-27,España,3377.61
2013-12-27,Francia,1148.86
2013-12-28,Italia,4047.86
2013-12-28,Francia,3843.59
2013-12-28,Francia,2339.2
2013-12-28,Inglaterra,3206.85
2013-12-29,España,2227.76
2013-12-29,Italia,1569.44
2013-12-29,España,741.97
2013-12-29,España,1053.63
2013-12-29,Inglaterra,1685.69
2013-12-29,Francia,2846.32
2013-12-29,Inglaterra,3623.94
2013-12-29,Inglaterra,1156.16
2013-12-29,Inglaterra,4033.11
2013-12-30,Francia,968.83
2013-12-30,Francia,2064.42
2013-12-30,Inglaterra,4337.47
2013-12-30,Inglaterra,4939.22
2013-12-30,Italia,3572.77
2013-12-31,Francia,3343.4
2013-12-31,Francia,4993.62
2013-12-31,Francia,502.94
2013-12-31,Francia,4640.87
2013-12-31,España,1760.79
2013-12-31,Italia,4375.92
2014-01-01,Francia,861.72
2014-01-01,Francia,3429.1
2014-01-01,Inglaterra,4289.09
2014-01-01,España,1430.16
2014-01-01,España,4453.32
2014-01-01,Italia,280.78
2014-01-02,Francia,987.15
2014-01-02,España,519.75
2014-01-02,Francia,3392.59
2014-01-02,Francia,297.2
2014-01-02,España,4638.45
2014-01-03,Francia,1186.15
2014-01-03,Francia,290.78
2014-01-03,Francia,388.1
2014-01-04,Francia,117.2
2014-01-04,Inglaterra,4929.6
2014-01-04,España,2777.92
2014-01-05,España,295.05
2014-01-05,Francia,4688.08
2014-01-05,España,2527.99
2014-01-05,España,2871.14
2014-01-06,Italia,4947.0
2014-01-06,Inglaterra,3933.96
2014-01-06,Francia,2008.79
2014-01-06,Francia,3205.56
2014-01-07,Francia,3233.02
2014-01-07,España,4922.82
2014-01-07,Italia,4356.28
2014-01-08,Italia,271.41
2014-01-08,Italia,2980.64
2014-01-08,Francia,1812.48
2014-01-09,España,2520.81
2014-01-09,España,629.8
2014-01-09,Francia,1832.39
2014-01-09,España,3216.6
2014-01-10,Italia,443.96
2014-01-10,Italia,3830.61
2014-01-10,Inglaterra,3894.55
2014-01-10,Italia,4950.35
2014-01-10,Francia,793.59
2014-01-10,Francia,3952.92
2014-01-10,Francia,943.87
2014-01-11,España,2521.22
2014-01-11,España,654.78
2014-01-11,España,2116.41
2014-01-11,Francia,2636.93
2014-01-11,Francia,2785.79
2014-01-11,Italia,3513.04
2014-01-11,Francia,491.48
2014-01-12,Francia,2952.39
2014-01-12,Inglaterra,4086.82
2014-01-12,España,495.82
2014-01-13,Francia,3471.12
2014-01-13,Francia,1925.09
2014-01-13,Francia,1571.11
2014-01-13,Francia,4643.16
2014-01-14,Francia,3813.89
2014-01-14,España,2019.47
2014-01-14,España,3229.82
2014-01-14,Italia,173.25
2014-01-15,Francia,1072.21
2014-01-15,Francia,2515.87
2014-01-15,Francia,1327.67
2014-01-16,Francia,1495.95
2014-01-16,Francia,4359.77
2014-01-16,Francia,1016.58
2014-01-16,Francia,4881.88
2014-01-16,Italia,2217.91
2014-01-16,Inglaterra,889.7
2014-01-16,España,4172.52
2014-01-16,Inglaterra,4069.34
2014-01-17,Italia,2273.86
2014-01-17,España,3444.15
2014-01-18,Francia,4196.95
2014-01-18,Italia,4289.14
2014-01-18,Inglaterra,320.06
2014-01-18,Italia,3624.42
2014-01-18,Inglaterra,1730.01
2014-01-18,España,3472.05
2014-01-18,España,1261.94
2014-01-18,Francia,1612.18
2014-01-18,Francia,4842.28
2014-01-19,Francia,770.71
2014-01-19,Inglaterra,3171.58
2014-01-19,Francia,3982.03
2014-01-19,España,1570.15
2014-01-19,Francia,4955.5
2014-01-19,España,4991.69
2014-01-19,Inglaterra,4989.14
2014-01-19,Francia,636.21
2014-01-19,Francia,1598.22
2014-01-20,Francia,1927.73
2014-01-20,Italia,3733.88
2014-01-20,España,1859.45
2014-01-21,España,2306.91
2014-01-21,Francia,4198.72
2014-01-21,España,1287.42
2014-01-21,Francia,4206.98
2014-01-21,España,4858.97
2014-01-21,Francia,1044.44
2014-01-21,Francia,4434.4
2014-01-22,Francia,1879.91
2014-01-22,Francia,4647.05
2014-01-22,Italia,2846.56
2014-01-22,Inglaterra,1411.57
2014-01-22,España,1391.51
2014-01-22,Italia,3127.51
2014-01-22,Francia,936.7
2014-01-22,Francia,853.35
2014-01-22,Italia,1049.32
2014-01-22,Inglaterra,2161.73
2014-01-23,España,1251.64
2014-01-23,España,347.82
2014-01-23,Inglaterra,1134.67
2014-01-23,Francia,588.34
2014-01-24,Francia,371.87
2014-01-24,Francia,2507.61
2014-01-25,Francia,2994.21
2014-01-25,Inglaterra,4258.08
2014-01-25,Inglaterra,4333.39
2014-01-25,España,623.94
2014-01-25,Italia,4871.37
2014-01-25,España,4401.91
2014-01-25,Francia,259.16
2014-01-25,Francia,4618.93
2014-01-26,Francia,3323.96
2014-01-26,Francia,1099.04
2014-01-26,Francia,112.38
2014-01-26,Italia,880.49
2014-01-26,España,4774.68
2014-01-26,España,1880.62
2014-01-27,Francia,4055.18
2014-01-27,España,896.58
2014-01-27,España,1625.1
2014-01-28,España,3622.07
2014-01-28,Francia,2063.22
2014-01-28,Italia,4260.45
2014-01-28,España,2655.84
2014-01-28,Italia,1936.78
2014-01-30,Francia,1788.06
2014-01-30,Francia,1145.89
2014-01-30,Francia,2683.77
2014-01-30,Francia,1442.87
2014-01-30,Francia,4768.74
2014-01-31,Italia,2614.39
2014-01-31,Italia,3555.43
2014-01-31,Inglaterra,1942.2
2014-01-31,Italia,3426.0
2014-01-31,Italia,3117.38
2014-01-31,España,783.68
2014-02-01,España,1666.28
