Date,Country,Sales,Customers
2013-06-23,Francia,2811.66,127
2013-06-24,Italia,4421.74,183
2013-06-24,Francia,3563.86,438
2013-06-24,Francia,1635.69,70
2013-06-24,Italia,2431.87,127
2013-06-24,España,2154.08,150
2013-06-24,Francia,3397.74,191
2013-06-25,Francia,4831.57,203
2013-06-26,Italia,3778.98,171
2013-06-26,Francia,785.6,80
2013-06-26,Francia,1009.46,65
2013-06-26,España,804.09,33
2013-06-26,Francia,2836.73,171
2013-06-26,Francia,3276.02,219
2013-06-28,España,3789.06,368
2013-06-28,España,2656.98,287
2013-06-28,Francia,3966.81,198
2013-06-28,Inglaterra,1431.3,154
2013-06-28,Italia,1004.22,56
2013-06-28,Francia,618.32,28
2013-06-30,Francia,2458.42,192
2013-06-30,Francia,3075.61,327
2013-06-30,Italia,733.0,47
2013-07-01,España,1697.3,176
2013-07-01,Francia,1916.48,117
2013-07-02,Italia,590.32,58
2013-07-02,España,4279.33,304
2013-07-02,España,666.23,42
2013-07-02,Francia,2073.49,88
2013-07-02,Francia,2477.74,137
2013-07-02,España,3765.74,175
2013-07-02,Inglaterra,469.24,37
2013-07-02,Francia,1474.89,124
2013-07-02,Francia,1176.78,60
2013-07-03,Francia,1299.56,71
2013-07-03,Francia,540.93,35
2013-07-03,Francia,4301.33,178
2013-07-03,Francia,1529.45,113
2013-07-03,Francia,3205.52,239
2013-07-04,Francia,2158.66,209
2013-07-04,Francia,4669.23,232
2013-07-04,Italia,2461.35,156
2013-07-05,Francia,4192.7,209
2013-07-06,Inglaterra,652.22,47
2013-07-06,Francia,1092.09,44
2013-07-06,Francia,1039.33,70
2013-07-06,España,244.76,12
2013-07-06,Francia,4819.69,389
2013-07-06,España,2620.48,194
2013-07-06,Inglaterra,1800.44,79
2013-07-06,Italia,4360.35,205
2013-07-07,Inglaterra,1572.58,118
2013-07-07,España,2622.36,110
2013-07-07,Francia,3424.73,259
2013-07-07,Francia,362.78,24
2013-07-07,España,852.79,78
2013-07-07,Italia,4850.9,274
2013-07-07,España,662.45,28
2013-07-07,Francia,1161.76,54
2013-07-07,Francia,693.58,59
2013-07-08,Francia,2681.33,302
2013-07-08,Francia,2405.12,134
2013-07-08,Italia,4766.86,566
2013-07-08,Francia,161.95,7
2013-07-09,Francia,3431.2,390
2013-07-09,Italia,4687.12,295
2013-07-09,España,553.62,36
2013-07-09,Francia,540.4,58
2013-07-09,Francia,4976.28,601
2013-07-09,España,2611.7,234
2013-07-09,Inglaterra,3286.79,287
2013-07-10,Francia,4155.59,373
2013-07-10,Italia,3038.24,201
2013-07-10,España,464.22,27
2013-07-10,Italia,3229.74,273
2013-07-10,España,3254.95,185
2013-07-10,España,1308.43,55
2013-07-11,Francia,327.13,15
2013-07-11,Francia,4795.91,235
2013-07-11,Inglaterra,445.62,19
2013-07-11,Italia,1456.82,84
2013-07-11,España,3998.35,242
2013-07-11,Francia,1001.34,56
2013-07-11,Francia,3155.77,340
2013-07-11,España,3411.16,250
2013-07-11,Inglaterra,1941.83,85
2013-07-12,España,4407.06,220
2013-07-12,Francia,4894.44,263
2013-07-12,Italia,123.52,6
2013-07-12,Francia,478.74,24
2013-07-13,España,3505.33,261
2013-07-13,Italia,3755.8,170
2013-07-13,España,1332.41,73
2013-07-13,Francia,328.52,30
2013-07-13,España,1409.99,57
2013-07-13,Francia,194.57,15
2013-07-13,Francia,3108.81,126
2013-07-13,Inglaterra,4553.55,247
2013-07-14,Francia,2389.15,129
2013-07-14,Francia,2550.45,107
2013-07-14,Francia,815.84,54
2013-07-14,Francia,4323.89,193
2013-07-14,Francia,1529.93,114
2013-07-14,Francia,4581.86,263
2013-07-14,Francia,3697.67,157
2013-07-15,Francia,418.73,33
2013-07-15,Francia,1084.27,105
2013-07-15,España,2763.37,125
2013-07-15,Inglaterra,4795.43,409
2013-07-16,Italia,789.41,57
2013-07-16,España,2315.3,112
2013-07-16,España,4231.68,446
2013-07-17,Francia,557.82,25
2013-07-17,España,2079.7,94
2013-07-17,Italia,3071.41,168
2013-07-17,España,1946.49,206
2013-07-17,Italia,4340.6,358
2013-07-17,Francia,4524.71,209
2013-07-18,Francia,2708.5,299
2013-07-18,Francia,3921.81,277
2013-07-18,Francia,1776.27,84
2013-07-18,Francia,974.81,76
2013-07-19,Italia,957.48,40
2013-07-20,Francia,217.41,11
2013-07-20,España,4381.72,180
2013-07-20,Francia,4013.87,335
2013-07-20,España,129.83,14
2013-07-20,Francia,3103.59,152
2013-07-20,Inglaterra,740.42,34
2013-07-20,Inglaterra,4958.81,352
2013-07-20,Francia,3526.96,149
2013-07-21,Francia,4933.27,254
2013-07-21,Italia,2849.44,117
2013-07-21,Francia,1929.97,88
2013-07-21,España,1158.04,66
2013-07-21,Francia,759.17,31
2013-07-22,Inglaterra,4240.26,271
2013-07-22,Francia,1707.71,145
2013-07-22,Inglaterra,1659.06,69
2013-07-22,Francia,3598.87,163
2013-07-22,Francia,2732.94,172
2013-07-23,Francia,4808.5,247
2013-07-24,Francia,1751.13,88
2013-07-24,Francia,1254.65,138
2013-07-24,Inglaterra,1963.18,240
2013-07-25,Inglaterra,3846.36,329
2013-07-25,Francia,351.22,23
2013-07-25,Italia,3945.93,162
2013-07-25,Italia,1759.33,91
2013-07-25,Francia,4113.91,448
2013-07-25,Francia,3401.38,154
2013-07-25,Italia,3807.35,157
2013-07-26,Francia,3208.82,167
2013-07-26,Italia,4673.05,463
2013-07-26,Italia,628.74,27
2013-07-27,Francia,4715.67,419
2013-07-27,España,2606.04,167
2013-07-27,España,4476.38,187
2013-07-27,España,4992.95,389
2013-07-27,Francia,4320.12,430
2013-07-28,Inglaterra,3422.56,219
2013-07-28,Francia,4787.09,242
2013-07-28,España,2936.79,160
2013-07-28,Inglaterra,3918.75,414
2013-07-29,Francia,353.14,36
2013-07-29,España,1518.09,104
2013-07-29,Francia,3543.64,218
2013-07-29,Francia,4910.46,235
2013-07-29,Francia,3968.25,400
2013-07-29,Francia,1013.9,43
2013-07-30,Inglaterra,1232.59,105
2013-07-30,España,1523.36,164
2013-07-30,Francia,4452.8,325
2013-07-30,Inglaterra,352.62,41
2013-07-30,Italia,2321.17,115
2013-07-31,Francia,3409.24,141
2013-07-31,Francia,595.64,60
2013-07-31,España,3173.89,163
2013-07-31,Inglaterra,3323.11,232
2013-08-01,Inglaterra,4527.44,327
2013-08-01,España,4401.02,258
2013-08-01,Francia,950.33,86
2013-08-01,Italia,309.64,32
2013-08-02,Francia,3007.03,269
2013-08-02,Inglaterra,1874.68,227
2013-08-02,Inglaterra,1768.21,139
2013-08-02,España,1061.46,56
2013-08-02,Italia,2576.13,182
2013-08-03,España,2217.37,151
2013-08-03,Francia,1909.72,149
2013-08-03,Francia,2834.44,148
2013-08-03,Italia,3616.84,170
2013-08-04,España,4649.76,438
2013-08-04,España,714.36,45
2013-08-04,España,2159.42,96
2013-08-04,Francia,3531.5,148
2013-08-04,España,1244.54,63
2013-08-04,Italia,864.04,76
2013-08-04,Francia,2478.32,140
2013-08-05,Francia,3218.23,235
2013-08-05,Italia,1431.52,72
2013-08-05,España,1396.02,102
2013-08-05,España,2374.91,122
2013-08-05,Francia,2424.2,156
2013-08-05,Francia,2169.52,88
2013-08-05,Francia,1722.95,101
2013-08-06,Francia,4461.56,457
2013-08-06,España,3118.88,136
2013-08-06,Francia,3906.16,204
2013-08-06,Francia,1755.0,101
2013-08-06,España,2686.76,181
2013-08-07,Italia,4136.82,270
2013-08-07,Italia,4377.87,367
2013-08-08,Francia,2164.57,248
2013-08-08,Inglaterra,303.82,20
2013-08-08,Francia,4441.03,242
2013-08-08,Francia,2202.34,96
2013-08-08,Francia,2336.91,245
2013-08-09,Inglaterra,2945.73,294
2013-08-09,Francia,2225.27,116
2013-08-09,Inglaterra,2759.24,230
2013-08-09,Italia,4830.4,320
2013-08-10,Francia,1210.11,55
2013-08-10,Italia,4808.19,198
2013-08-11,Francia,3729.97,223
2013-08-11,Italia,3426.5,383
2013-08-12,España,4075.32,246
2013-08-12,España,4307.88,198
2013-08-12,Francia,2553.41,248
2013-08-12,Italia,3454.27,153
2013-08-12,Italia,3133.56,156
2013-08-12,Italia,732.57,86
2013-08-13,Italia,2420.34,123
2013-08-13,España,3175.34,230
2013-08-13,España,4395.37,191
2013-08-13,Inglaterra,3703.53,433
2013-08-14,España,1628.81,66
2013-08-14,Francia,2835.55,213
2013-08-14,Francia,1893.48,126
2013-08-14,España,2131.15,204
2013-08-14,Inglaterra,3291.47,158
2013-08-15,Italia,3083.63,209
2013-08-15,Italia,749.65,86
2013-08-15,España,1113.52,62
2013-08-15,Italia,3012.92,191
2013-08-15,Italia,2791.33,115
2013-08-15,España,3250.36,145
2013-08-15,España,2954.5,187
2013-08-15,Italia,794.96,38
2013-08-16,Italia,1406.62,90
2013-08-16,Italia,4451.59,226
2013-08-16,Francia,2179.26,242
2013-08-16,España,2226.95,166
2013-08-17,Inglaterra,1866.61,100
2013-08-17,Inglaterra,4957.87,264
2013-08-18,Italia,1068.16,51
2013-08-18,Francia,397.77,24
2013-08-18,Inglaterra,254.14,13
2013-08-18,Italia,4758.0,241
2013-08-19,Italia,2632.5,175
2013-08-19,Italia,2262.31,105
2013-08-19,Italia,1183.99,59
2013-08-19,Francia,4461.09,296
2013-08-20,Inglaterra,286.19,19
2013-08-20,Inglaterra,1826.91,76
2013-08-20,Italia,4536.9,219
2013-08-20,Italia,3519.24,247
2013-08-20,Francia,3102.08,240
2013-08-21,Inglaterra,597.72,33
2013-08-21,Francia,4354.79,274
2013-08-21,Francia,3423.92,203
2013-08-21,Francia,2266.31,268
2013-08-21,Francia,3821.85,358
2013-08-22,Francia,3602.79,390
2013-08-23,Francia,1606.56,75
2013-08-23,España,696.58,71
2013-08-23,España,1283.17,96
2013-08-23,España,4653.48,323
2013-08-23,España,4657.03,276
2013-08-23,España,2942.86,127
2013-08-24,Italia,920.37,88
2013-08-24,España,4928.64,220
2013-08-24,Italia,3257.54,189
2013-08-24,Italia,1240.38,115
2013-08-24,España,2268.21,112
2013-08-25,España,2100.51,138
2013-08-25,Italia,1201.28,88
2013-08-25,Italia,2926.13,191
2013-08-25,Francia,3956.25,201
2013-08-26,Italia,2301.82,102
2013-08-26,Inglaterra,2388.26,119
2013-08-26,Italia,2180.95,93
2013-08-26,Francia,4699.09,236
2013-08-26,España,695.4,45
2013-08-27,España,3218.09,277
2013-08-27,Francia,3273.77,152
2013-08-27,Francia,1439.58,77
2013-08-27,Italia,4260.77,430
2013-08-27,Francia,1805.67,93
2013-08-29,España,3791.6,372
2013-08-30,España,1271.03,76
2013-08-30,Francia,4543.04,263
2013-08-30,Francia,590.83,25
2013-08-30,Inglaterra,2635.27,186
2013-08-30,Inglaterra,456.54,23
2013-08-30,Italia,1101.89,62
2013-08-30,Francia,2224.75,90
2013-08-31,Italia,3502.34,143
2013-08-31,Francia,892.39,41
2013-08-31,Italia,399.62,17
2013-09-01,España,4523.6,222
2013-09-01,Italia,4501.57,236
2013-09-01,Francia,3175.73,184
2013-09-02,Francia,3635.99,172
2013-09-02,España,2764.44,339
2013-09-02,Francia,2215.34,153
2013-09-02,Italia,3359.5,226
2013-09-02,Francia,4779.05,443
2013-09-02,Francia,1708.71,142
2013-09-02,Francia,1195.14,74
2013-09-03,Francia,3601.97,223
2013-09-03,España,4047.62,167
2013-09-03,Inglaterra,4555.59,484
2013-09-04,Italia,2038.78,83
2013-09-04,Italia,890.94,48
2013-09-04,España,4268.82,275
2013-09-04,Italia,3925.52,197
2013-09-04,Italia,3979.49,220
2013-09-04,Francia,3809.36,277
2013-09-04,Inglaterra,4595.01,228
2013-09-05,Francia,2081.13,118
2013-09-05,Francia,2284.66,120
2013-09-06,Francia,2652.86,224
2013-09-06,Francia,343.86,19
2013-09-06,España,350.91,15
2013-09-07,Francia,4786.99,260
2013-09-07,Francia,695.95,54
2013-09-07,Francia,922.67,87
2013-09-07,Francia,3489.91,147
2013-09-07,Francia,2808.92,132
2013-09-08,Francia,4042.89,289
2013-09-08,Inglaterra,2532.19,118
2013-09-08,Francia,1906.24,139
2013-09-08,España,1330.45,87
2013-09-08,Inglaterra,4509.92,239
2013-09-08,Francia,4142.2,189
2013-09-09,España,4262.64,211
2013-09-10,Italia,1969.06,106
2013-09-10,Francia,2246.36,164
2013-09-10,Francia,984.08,109
2013-09-10,Italia,2025.5,136
2013-09-10,España,145.11,12
2013-09-10,Francia,4786.84,383
2013-09-10,Italia,3838.45,232
2013-09-11,España,1812.42,90
2013-09-11,Italia,4562.0,293
2013-09-11,Italia,4361.87,211
2013-09-11,Francia,2901.03,356
2013-09-11,España,159.68,16
2013-09-11,Inglaterra,1685.95,85
2013-09-12,España,3303.57,282
2013-09-13,España,4103.15,224
2013-09-13,Italia,3156.34,212
2013-09-13,Inglaterra,1533.8,90
2013-09-14,Francia,2588.52,250
2013-09-14,Francia,3902.27,270
2013-09-15,Francia,684.33,45
2013-09-15,Inglaterra,1133.3,48
2013-09-15,Francia,200.5,12
2013-09-15,Francia,2606.29,248
2013-09-16,Italia,4362.08,302
2013-09-16,Francia,4811.74,197
2013-09-16,España,2526.34,143
2013-09-16,España,271.82,13
2013-09-17,Francia,2597.91,111
2013-09-17,España,446.99,22
2013-09-17,Francia,3283.97,163
2013-09-17,Inglaterra,2756.27,151
2013-09-18,Francia,1092.14,54
2013-09-18,Francia,1232.34,134
2013-09-18,Francia,4935.88,255
2013-09-18,España,2175.57,91
2013-09-18,Francia,1658.25,70
2013-09-19,Francia,2966.19,178
2013-09-19,España,490.84,33
2013-09-19,España,1022.06,56
2013-09-19,Italia,2985.09,190
2013-09-19,España,4904.65,356
2013-09-19,España,3031.37,196
2013-09-20,Inglaterra,143.0,9
2013-09-20,Inglaterra,633.96,32
2013-09-20,Francia,1587.2,173
2013-09-20,España,1044.73,81
2013-09-21,Italia,4444.0,245
2013-09-21,Francia,2293.36,221
2013-09-22,Italia,1030.98,44
2013-09-22,España,417.69,21
2013-09-22,Italia,656.42,55
2013-09-22,Francia,1852.81,110
2013-09-22,Italia,562.13,26
2013-09-23,Francia,1997.73,150
2013-09-23,Inglaterra,4184.68,196
2013-09-23,España,4549.85,282
2013-09-23,Inglaterra,4516.0,338
2013-09-24,Inglaterra,4457.5,220
2013-09-24,Francia,108.45,10
2013-09-24,Francia,1248.59,122
2013-09-24,Francia,911.54,98
2013-09-24,Francia,413.22,30
2013-09-25,Inglaterra,3554.67,205
2013-09-25,Francia,1287.32,74
2013-09-25,Italia,4739.28,194
2013-09-25,Francia,1269.63,71
2013-09-25,Inglaterra,776.34,32
2013-09-25,Francia,4627.77,283
2013-09-26,Francia,4048.24,219
2013-09-26,España,2561.75,153
2013-09-26,Italia,4480.87,187
2013-09-27,Inglaterra,372.63,23
2013-09-27,Italia,654.22,54
2013-09-27,Francia,641.87,32
2013-09-27,España,3916.57,169
2013-09-27,Inglaterra,3641.53,195
2013-09-27,España,2717.53,336
2013-09-27,Italia,412.99,20
2013-09-28,España,3948.13,162
2013-09-28,Francia,954.35,60
2013-09-28,España,748.19,34
2013-09-28,Francia,2542.87,112
2013-09-29,Francia,1935.23,226
2013-09-29,Francia,3317.45,278
2013-09-29,Italia,1607.97,89
2013-09-29,España,4614.85,189
2013-09-29,Francia,2372.52,170
2013-09-30,Francia,3440.8,175
2013-09-30,Francia,1559.47,70
2013-09-30,Francia,3082.57,144
2013-09-30,Inglaterra,903.8,65
2013-09-30,España,2103.33,90
2013-09-30,Francia,616.14,67
2013-09-30,España,2935.63,127
2013-10-01,España,4520.75,476
2013-10-01,Italia,547.41,23
2013-10-01,Francia,2623.24,113
2013-10-01,Francia,2405.67,105
2013-10-01,Francia,1602.68,82
2013-10-01,Italia,1712.41,73
2013-10-02,España,4214.16,467
2013-10-02,Italia,3257.39,329
2013-10-03,Francia,4485.06,211
2013-10-03,Inglaterra,3121.89,136
2013-10-03,Francia,3020.11,136
2013-10-03,España,2338.78,114
2013-10-03,Inglaterra,2158.31,108
2013-10-04,Francia,604.79,35
2013-10-04,Francia,4554.3,342
2013-10-04,Francia,1002.24,73
2013-10-04,Francia,3008.67,357
2013-10-04,Inglaterra,3206.87,203
2013-10-04,Francia,1241.56,50
2013-10-04,Francia,1333.76,59
2013-10-04,España,2603.92,113
2013-10-04,España,3391.05,338
2013-10-05,Italia,4396.9,487
2013-10-05,Italia,2056.57,105
2013-10-05,Francia,2079.75,164
2013-10-05,Francia,1190.4,63
2013-10-05,España,1299.57,96
2013-10-06,Francia,358.84,31
2013-10-06,Italia,3118.94,184
2013-10-06,Inglaterra,4766.28,404
2013-10-07,Francia,1930.84,118
2013-10-07,Francia,1684.99,107
2013-10-07,Francia,4550.13,264
2013-10-08,España,3973.03,190
2013-10-08,Inglaterra,2190.11,108
2013-10-08,Italia,2833.95,232
2013-10-08,España,2518.15,132
2013-10-09,España,1859.9,86
2013-10-09,Francia,4495.49,466
2013-10-10,Francia,2713.36,125
2013-10-10,España,4418.12,446
2013-10-10,España,4660.48,402
2013-10-10,Francia,2299.88,97
2013-10-10,Francia,1937.7,185
2013-10-10,España,3591.63,249
2013-10-10,Francia,2303.43,155
2013-10-11,España,190.48,12
2013-10-11,España,3965.86,230
2013-10-11,Francia,3495.25,168
2013-10-11,Francia,4364.96,209
2013-10-12,Francia,2375.41,213
2013-10-12,Francia,4968.16,397
2013-10-12,Italia,2355.6,109
2013-10-12,Francia,2486.01,266
2013-10-12,Italia,1401.17,68
2013-10-12,España,4422.04,271
2013-10-13,España,2464.44,188
2013-10-13,España,1443.45,79
2013-10-13,España,2985.82,151
2013-10-14,España,1896.67,102
2013-10-14,Francia,840.69,51
2013-10-14,España,119.25,8
2013-10-14,Francia,2256.71,103
2013-10-14,España,4302.18,358
2013-10-14,Francia,204.81,19
2013-10-15,Francia,1890.49,77
2013-10-15,Francia,3845.56,292
2013-10-15,Francia,481.56,43
2013-10-15,Italia,4659.08,234
2013-10-15,Francia,1691.28,93
2013-10-16,Francia,4888.48,202
2013-10-16,España,2382.77,263
2013-10-16,España,321.63,14
2013-10-16,Francia,1758.55,173
2013-10-16,Francia,677.51,40
2013-10-16,Francia,682.38,35
2013-10-17,Francia,2231.42,106
2013-10-18,Francia,1164.51,54
2013-10-18,Italia,1637.3,137
2013-10-18,Francia,1285.08,62
2013-10-18,España,2416.26,114
2013-10-18,España,4973.08,254
2013-10-19,Inglaterra,3923.11,163
2013-10-19,España,1260.95,97
2013-10-20,Italia,4864.07,417
2013-10-20,Francia,4188.83,186
2013-10-20,Italia,3580.9,369
2013-10-21,Francia,2224.36,155
2013-10-21,España,1658.85,74
2013-10-21,Francia,3360.48,203
2013-10-21,Inglaterra,1707.92,138
2013-10-21,Inglaterra,1924.59,110
2013-10-22,Italia,1072.91,101
2013-10-22,España,728.33,30
2013-10-22,Francia,4122.18,275
2013-10-22,Francia,1882.74,98
2013-10-22,España,4363.27,212
2013-10-22,España,2801.52,114
2013-10-23,España,4452.71,427
2013-10-23,Inglaterra,1808.64,79
2013-10-23,España,4770.24,204
2013-10-23,España,4789.82,266
2013-10-23,Italia,3402.33,141
2013-10-23,Francia,1173.29,54
2013-10-23,Francia,3092.15,231
2013-10-24,Francia,3767.94,349
2013-10-25,Italia,2329.18,124
2013-10-25,Francia,4674.16,246
2013-10-25,España,2459.03,214
2013-10-26,Inglaterra,4352.36,207
2013-10-26,Francia,2160.63,109
2013-10-26,Italia,3249.31,156
2013-10-27,Francia,1703.24,161
2013-10-27,España,2632.32,140
2013-10-28,Inglaterra,1895.64,96
2013-10-28,Inglaterra,4719.58,203
2013-10-29,Inglaterra,963.15,55
2013-10-29,Francia,3790.68,215
2013-10-29,España,1273.49,67
2013-10-29,Francia,2428.61,129
2013-10-29,Francia,2588.14,135
2013-10-29,Francia,4488.69,305
2013-10-30,Francia,854.47,65
2013-10-30,Francia,3564.89,430
2013-10-30,Francia,1715.68,136
2013-10-30,Francia,4787.34,556
2013-10-30,Francia,4031.22,194
2013-10-31,España,932.44,46
2013-10-31,Francia,988.5,80
2013-10-31,Francia,2929.26,282
2013-11-01,Francia,4583.17,528
2013-11-01,Francia,1685.53,86
2013-11-01,España,1017.15,60
2013-11-01,Francia,3810.04,272
2013-11-01,España,959.73,41
2013-11-01,Francia,328.82,16
2013-11-01,España,2015.08,227
2013-11-01,España,4980.36,237
2013-11-02,Inglaterra,4833.16,217
2013-11-02,Francia,808.81,42
2013-11-02,Francia,158.84,10
2013-11-02,Inglaterra,305.83,16
2013-11-02,España,3190.7,174
2013-11-03,Francia,4190.51,229
2013-11-03,Francia,1450.86,112
2013-11-03,Francia,3281.29,230
2013-11-03,España,4073.02,255
2013-11-04,Francia,1547.35,74
2013-11-04,Francia,1480.1,128
2013-11-04,Italia,803.53,39
2013-11-04,España,4454.71,185
2013-11-04,Italia,4276.54,272
2013-11-04,Francia,344.62,15
2013-11-05,España,3393.31,299
2013-11-06,Inglaterra,1846.45,98
2013-11-06,España,3321.72,223
2013-11-06,Francia,1929.19,237
2013-11-06,Francia,1055.65,114
2013-11-07,Inglaterra,3638.56,402
2013-11-07,Italia,306.02,14
2013-11-07,Inglaterra,4741.69,191
2013-11-07,Francia,4850.68,522
2013-11-07,España,1155.86,66
2013-11-07,Italia,166.92,21
2013-11-08,Francia,402.23,25
2013-11-08,Francia,3474.28,208
2013-11-08,España,3211.26,173
2013-11-09,Inglaterra,3021.53,127
2013-11-09,Francia,3790.86,418
2013-11-09,Italia,946.67,62
2013-11-09,Italia,2648.44,205
2013-11-09,España,1559.45,73
2013-11-09,Inglaterra,4582.6,433
2013-11-09,Inglaterra,1469.27,72
2013-11-10,España,3366.04,206
2013-11-10,Italia,1701.42,114
2013-11-10,Francia,2950.78,242
2013-11-10,Inglaterra,3346.23,316
2013-11-10,Inglaterra,3056.21,159
2013-11-10,Francia,1237.46,119
2013-11-11,Francia,190.33,15
2013-11-11,Francia,4524.21,274
2013-11-11,Francia,1929.25,95
2013-11-12,Francia,198.06,9
2013-11-12,España,3301.82,314
2013-11-13,España,2605.49,257
2013-11-13,Francia,3719.4,223
2013-11-13,Francia,4271.28,276
2013-11-14,España,1318.84,70
2013-11-14,Francia,2077.49,100
2013-11-14,Francia,4357.47,217
2013-11-14,España,1550.04,66
2013-11-14,Inglaterra,1702.19,74
2013-11-14,España,2270.07,157
2013-11-14,Inglaterra,2303.65,213
2013-11-15,Francia,2187.4,98
2013-11-16,Francia,658.85,27
2013-11-16,Francia,2690.29,181
2013-11-16,Francia,4177.91,499
2013-11-17,Francia,4413.43,395
2013-11-17,Francia,2613.12,181
2013-11-17,Francia,3439.42,249
2013-11-17,Francia,3829.44,155
2013-11-17,España,1321.83,156
2013-11-17,Italia,3330.3,182
2013-11-18,Francia,518.31,42
2013-11-18,Italia,4076.12,377
2013-11-18,Inglaterra,4951.54,268
2013-11-19,Italia,3178.57,210
2013-11-19,Inglaterra,3671.29,336
2013-11-20,España,4291.88,498
2013-11-20,España,771.63,60
2013-11-20,España,1554.32,68
2013-11-20,Francia,2201.39,178
2013-11-20,España,1342.39,150
2013-11-21,Francia,2475.23,185
2013-11-21,Francia,1605.74,200
2013-11-21,España,1674.63,162
2013-11-21,España,2575.07,237
2013-11-22,Inglaterra,4258.89,195
2013-11-22,Inglaterra,1622.45,194
2013-11-22,Inglaterra,3651.47,190
2013-11-23,Inglaterra,4198.95,183
2013-11-23,España,2941.18,290
2013-11-23,Francia,1943.12,175
2013-11-23,España,3365.49,225
2013-11-23,Italia,4367.37,185
2013-11-23,Italia,1973.59,97
2013-11-24,Italia,2508.91,133
2013-11-24,Inglaterra,2656.9,204
2013-11-24,Francia,384.86,32
2013-11-24,España,2872.51,118
2013-11-24,Italia,4013.57,337
2013-11-25,Francia,3593.85,223
2013-11-25,Italia,3302.1,202
2013-11-25,Francia,4418.49,224
2013-11-25,Francia,1123.56,49
2013-11-26,Inglaterra,3169.67,210
2013-11-26,Italia,2928.97,150
2013-11-26,Francia,1854.92,155
2013-11-26,Francia,3811.66,301
2013-11-27,España,4959.2,271
2013-11-27,Francia,2210.51,92
2013-11-27,España,1999.08,140
2013-11-27,Inglaterra,2195.7,127
2013-11-27,Francia,3764.11,179
2013-11-27,Francia,1730.54,156
2013-11-27,Inglaterra,862.81,36
2013-11-28,Inglaterra,4318.19,224
2013-11-28,Francia,1919.02,225
2013-11-28,Francia,3903.08,256
2013-11-29,España,2047.52,103
2013-11-29,Francia,3656.22,283
2013-11-30,Italia,3270.04,206
2013-11-30,Francia,830.76,49
2013-11-30,Inglaterra,3046.7,154
2013-11-30,Francia,221.57,12
2013-11-30,Francia,4153.04,262
2013-11-30,Francia,923.7,56
2013-11-30,España,1869.39,95
2013-12-01,España,1113.06,47
2013-12-01,Italia,356.51,15
2013-12-01,Francia,1746.78,181
2013-12-01,Francia,1351.6,133
2013-12-02,Francia,3795.98,210
2013-12-02,España,3569.92,164
2013-12-02,España,1834.14,147
2013-12-02,Francia,2857.24,149
2013-12-02,Francia,641.65,72
2013-12-02,España,934.14,84
2013-12-02,España,892.19,63
2013-12-03,Francia,1058.76,94
2013-12-03,Francia,3309.15,273
2013-12-03,Italia,4280.25,185
2013-12-03,Francia,1292.92,158
2013-12-04,Inglaterra,3020.55,194
2013-12-04,Inglaterra,4477.95,292
2013-12-04,Inglaterra,707.01,35
2013-12-04,Francia,3241.49,142
2013-12-04,España,1641.14,67
2013-12-04,España,3399.76,238
2013-12-04,Francia,2896.38,138
2013-12-04,Italia,4852.12,551
2013-12-05,España,3692.7,152
2013-12-05,Inglaterra,1088.33,120
2013-12-05,Inglaterra,239.44,24
2013-12-05,España,920.1,39
2013-12-05,Francia,3358.88,378
2013-12-06,Inglaterra,1698.31,174
2013-12-06,Francia,3503.26,306
2013-12-06,España,4235.04,200
2013-12-06,España,1023.13,66
2013-12-06,España,2085.61,164
2013-12-06,Francia,745.68,40
2013-12-07,Francia,4917.76,526
2013-12-07,Italia,2763.32,230
2013-12-07,Inglaterra,1050.86,106
2013-12-07,Francia,4924.96,209
2013-12-07,Francia,1379.88,151
2013-12-08,España,994.99,52
2013-12-08,España,4689.77,556
2013-12-08,España,497.82,23
2013-12-08,Francia,3726.18,164
2013-12-08,Inglaterra,4811.01,258
2013-12-08,Francia,4863.04,262
2013-12-09,Francia,4736.91,336
2013-12-09,Francia,4078.96,213
2013-12-09,España,3606.8,243
2013-12-09,Italia,3108.75,127
2013-12-10,Francia,4677.36,270
2013-12-10,España,4857.19,586
2013-12-10,España,4967.53,205
2013-12-11,Francia,3796.44,291
2013-12-11,Francia,3680.46,165
2013-12-11,Inglaterra,4149.16,175
2013-12-11,Francia,4785.67,408
2013-12-11,Italia,1249.27,122
2013-12-11,Italia,2737.44,122
2013-12-12,Francia,467.61,41
2013-12-12,Italia,4443.24,422
2013-12-12,Inglaterra,2416.69,115
2013-12-13,Italia,2670.97,272
2013-12-13,Francia,2600.29,325
2013-12-13,Italia,295.67,13
2013-12-14,Francia,4588.36,327
2013-12-14,Italia,4797.62,225
2013-12-14,Francia,4462.54,236
2013-12-14,Francia,1382.59,60
2013-12-14,Francia,4947.36,204
2013-12-14,Italia,911.12,63
2013-12-15,Italia,3179.63,288
2013-12-15,Francia,4566.82,258
2013-12-15,Francia,3541.74,219
2013-12-15,Francia,3856.89,175
2013-12-16,Inglaterra,2562.4,272
2013-12-16,España,2574.78,237
2013-12-16,Inglaterra,2509.88,128
2013-12-16,Inglaterra,1216.22,72
2013-12-16,España,1342.18,61
2013-12-17,España,1361.32,166
2013-12-17,Francia,2828.76,166
2013-12-17,España,1938.68,106
2013-12-18,Francia,4375.35,181
2013-12-19,Inglaterra,912.8,65
2013-12-19,España,1197.1,113
2013-12-19,Francia,4707.97,189
2013-12-19,Francia,4396.55,272
